UniProt	GeneSym
Q9H2K2	TNKS2
Q6UW49	SPESP1
Q9NS56	TOPORS
A0A1B0GUW6	SPEM3
Q8NCJ5	SPRYD3
Q8WW59	SPRYD4
A4D263	SPATA48
Q7Z698	SPRED2
P16949	STMN1
P08582	MELTF
P34981	TRHR
P0CF51	TRGC1
Q6ZVD7	STOX1
Q9UKU6	TRHDE
Q9H6E5	TUT1
Q9BX79	STRA6
O43815	STRN
Q9Y3F4	STRAP
Q14142	TRIM14
Q96SI9	STRBP
O15344	MID1
Q8IYM9	TRIM22
Q12899	TRIM26
Q16623	STX1A
Q14134	TRIM29
P32856	STX2
Q13277	STX3
Q9UPQ4	TRIM35
Q9Y6J8	STYXL1
Q8NG06	TRIM58
Q5EBN2	TRIM61
Q6AZZ1	TRIM68
O43715	TRIAP1
P53597	SUCLG1
Q92519	TRIB2
Q96RU7	TRIB3
Q96I99	SUCLG2
Q9UJV3	MID2
O75382	TRIM3
Q9C035	TRIM5
Q8N9V2	TRIML1
Q8N7C3	TRIML2
O75962	TRIO
Q15650	TRIP4
Q15654	TRIP6
Q15643	TRIP11
Q629K1	TRIQK
Q9BQ61	TRIR
Q9HA77	CARS2
Q8N0S2	SYCE1
P49591	SARS
Q9NP81	SARS2
P57075	UBASH3A
Q8WUN7	UBTD2
Q5T124	UBXN11
P68543	UBXN2A
Q04323	UBXN1
Q9Y4X1	UGT2A1
P06133	UGT2B4
Q6NUS8	UGT3A1
O75310	UGT2B11
O75795	UGT2B17
Q9Y3C8	UFC1
P26640	VARS
Q9NYU1	UGGT2
A0JNW5	UHRF1BP1L
Q96T88	UHRF1
P54577	YARS
Q96PU4	UHRF2
Q9Y2Z4	YARS2
Q96QD9	FYTTD1
Q96RL1	UIMC1
C9JPN9	USP17L12
Q86SX3	TEDC1
Q96QE5	TEFM
Q96M29	TEKT5
Q8NHR7	TERB2
Q9NZ01	TECR
Q92664	GTF3A
P0C1Z6	TFPT
P21980	TGM2
P49221	TGM4
O43548	TGM5
Q8WUY1	THEM6
P10828	THRB
Q8TBB0	THAP6
Q9BWD1	ACAT2
Q9NQW7	XPNPEP1
O43895	XPNPEP2
Q96MW7	TIGD1
Q4W5G0	TIGD2
Q6B0B8	TIGD3
A6NFA1	TRABD2B
P62072	TIMM10
Q9BVV7	TIMM21
A0A0J9YXA8	TRBJ1-1
O43897	TLL1
Q6P9G4	TMEM154
Q6ZRR5	TMEM136
Q04727	TLE4
Q9Y4G6	TLN2
Q86T26	TMPRSS11B
Q6ZVM7	TOM1L2
O75204	TMEM127
Q7L0Y3	TRMT10C
Q6UXP3	TMEM14EP
Q8N3G9	TMEM130
Q9H330	TMEM245
A6NEH6	TMEM247
Q9NWD8	TMEM248
Q9NYK1	TLR7
Q6UW68	TMEM205
Q9H813	TMEM206
Q6UWW9	TMEM207
Q9BTX3	TMEM208
Q96SK2	TMEM209
A6NML5	TMEM212
Q9NV64	TMEM39A
O43763	TLX2
Q969M1	TOMM40L
Q96HV5	TMEM41A
Q5BJD5	TMEM41B
Q9NWC5	TMEM45A
Q96B21	TMEM45B
O95807	TMEM50A
Q4KMG9	TMEM52B
O94876	TMCC1
O75069	TMCC2
Q9ULS5	TMCC3
Q9UM00	TMCO1
Q7Z6W1	TMCO2
Q6UWJ1	TMCO3
Q5TGY1	TMCO4
Q96DC7	TMCO6
Q6P5X7	TMEM71
Q8N9X5	TMEM75
Q5T7P6	TMEM78
Q9Y320	TMX2
Q96JJ7	TMX3
Q9NZR1	TMOD2
Q9NYL9	TMOD3
Q9NZQ9	TMOD4
Q6ZXV5	TMTC3
Q5T4D3	TMTC4
Q12767	TMEM94
P36402	TCF7
O60806	TBX19
A6NFQ2	TCAF2
Q7L2K0	TEDC2
Q5T9Z0	TEDDM1
O95932	TGM6
P05543	SERPINA7
Q8NA92	THAP8
Q96EK4	THAP11
P24752	ACAT1
Q86YJ6	THNSL2
P00734	F2
P35590	TIE1
Q9BTF0	THUMPD2
Q495A1	TIGIT
Q9BQ16	SPOCK3
P16035	TIMP2
A0A075B6Y3	TRAJ3
Q9H808	TLE6
A0A1W2PR48	TLE7
A0PJX2	TLDC2
Q07352	ZFP36L1
Q4W5P6	TMEM155
Q8N614	TMEM156
A6NGA9	TMEM202
Q8NBT3	TMEM145
A6NM43	CCT8L1P
Q9Y4C2	TCAF1
Q8N7M0	TCTEX1D1
Q8WWU5	TCP11
P78371	CCT2
Q8TDR4	TCP10L
P50991	CCT4
Q99832	CCT7
Q9Y2W6	TDRKH
Q969V4	TEKT1
Q8N8B7	TCEANC
Q8NA31	TERB1
Q96S53	TESK2
Q96PF1	TGM7
H3BV60	TGFBR3L
Q14186	TFDP1
Q9UP52	TFR2
P01137	TGFB1
O15537	RS1
Q01085	TIAL1
Q6ZNK6	TIFAB
Q99727	TIMP4
Q9BSI4	TINF2
Q9H0I9	TKTL2
Q3LXA3	TKFC
Q9BXR5	TLR10
Q92844	TANK
Q6NXT6	TAPT1
Q9BQE3	TUBA1C
P10636	MAPT
A6NNZ2	null
P0DPH8	TUBA3D
Q6PEY2	TUBA3E
Q96M53	TBATA
P68371	TUBB4B
O43314	PPIP5K2
Q12788	TBL3
A0A087WVF3	TBC1D3D
Q6DHY5	TBC1D3G
A0A087X1G2	TBC1D3K
O60907	TBL1X
Q7RTU1	TCF23
Q96SF7	TBX15
Q8WW35	TCTEX1D2
Q8IZS6	TCTE3
P49368	CCT3
O95988	TCL1B
Q5VWI1	TCERG1L
Q99594	TEAD3
P24821	TNC
Q8IZJ6	TDH
Q96EI5	TCEAL4
Q15185	PTGES3
Q9H0W7	THAP2
Q13769	THOC5
Q9UPZ6	THSD7A
Q8NI27	THOC2
Q96J01	THOC3
Q6ZMP0	THSD4
Q9NXG2	THUMPD1
P01266	TG
Q8IVF5	TIAM2
Q92563	SPOCK2
Q7Z2Z1	TICRR
P20226	TBP
Q13428	TCOF1
P53999	SUB1
Q9UIF3	TEKT2
Q92752	TNR
Q9NT68	TENM2
Q9Y6M0	PRSS21
P22105	TNXB
Q99973	TEP1
P19484	TFEB
P01135	TGFA
O43493	TGOLN2
O43294	TGFB1I1
Q15583	TGIF1
Q8IYQ7	THNSL1
Q5TEJ8	THEMIS2
Q86W42	THOC6
Q6I9Y2	THOC7
Q9BV44	THUMPD3
P31483	TIA1
O95411	TIAF1
Q13263	TRIM28
Q17RP2	TIGD6
P49788	RARRES1
A8MVX0	ARHGEF33
Q8N4G2	ARL14
Q9BZP6	CHIA
O15013	ARHGEF10
Q9P2M7	CGN
Q9NPC3	CCNB1IP1
Q8TCG1	CIP2A
A6NK59	ASB14
Q7L266	ASRGL1
P07306	ASGR1
Q96FT7	ASIC4
Q9NY37	ASIC5
Q8N5K1	CISD2
Q9H8K7	C10orf88
O14525	ASTN1
O60312	ATP10A
Q3KR37	GRAMD1B
P54707	ATP12A
Q76L83	ASXL2
P51788	CLCN2
P16615	ATP2A2
Q8TF62	ATP8B4
P56746	CLDN15
P56750	CLDN17
O95832	CLDN1
Q5T6C5	ATXN7L2
C9JDP6	CLDN25
Q8TBG4	ETNPPL
Q9NTI2	ATP8A2
O14493	CLDN4
P98198	ATP8B2
O95471	CLDN7
O95484	CLDN9
Q9NY35	CLDND1
Q8NHS1	CLDND2
Q9Y2D1	ATF5
Q9H0Y0	ATG10
Q96BY7	ATG2B
Q9NZA1	CLIC5
Q8N3C7	CLIP4
Q8WYN0	ATG4A
Q9Y4P1	ATG4B
Q5K131	CLLU1
Q96DT6	ATG4C
Q9H1Y0	ATG5
Q6UXZ3	CD300LD
A8K4G0	CD300LB
Q6UXG3	CD300LG
O75503	CLN5
Q9NWW5	CLN6
Q7Z7G1	CLNK
Q9BSB4	ATG101
O15516	CLOCK
Q86TH1	ADAMTSL2
P82987	ADAMTSL3
Q6DD88	ATL3
O43313	ATMIN
Q13315	ATM
P54259	ATN1
P54710	FXYD2
Q96SQ7	ATOH8
O00244	ATOX1
P56385	ATP5ME
P18859	ATP5PF
O75964	ATP5MG
P56381	ATP5F1E
Q99766	ATP5S
P35670	ATP7B
O75110	ATP9A
P07741	APRT
Q92482	AQP3
P02654	APOC1
O43315	AQP9
Q8N726	CDKN2A
A6NKF2	ARID3C
Q4LE39	ARID4B
Q96BM9	ARL8A
Q8N1N0	CLEC4F
Q9UJ71	CD207
Q6EIG7	CLEC6A
Q2TB18	ASTE1
Q9UQC9	CLCA2
P09496	CLTA
Q8IYS0	GRAMD1C
Q8IXJ9	ASXL1
P14415	ATP1B2
P51801	CLCNKB
P50993	ATP1A2
O14983	ATP2A1
P51790	CLCN3
Q5VTU8	ATP5EP2
P24539	ATP5PB
P51797	CLCN6
P51798	CLCN7
P20020	ATP2B1
Q06055	ATP5MC2
P23634	ATP2B4
Q8N6F1	CLDN19
P98194	ATP2C1
Q8N7P3	CLDN22
A6NM45	CLDN24
Q9Y2Q0	ATP8A1
O15551	CLDN3
O00501	CLDN5
P56747	CLDN6
P18847	ATF3
P53675	CLTCL1
P30622	CLIP1
Q9UDT6	CLIP2
Q96DZ5	CLIP3
Q9NT62	ATG3
P49761	CLK3
Q8TDQ1	CD300LF
Q86TL0	ATG4D
Q9H6B4	CLMP
Q674R7	ATG9B
Q7Z3C6	ATG9A
Q9UII2	ATP5IF1
Q96KA5	CLPTM1L
Q6ZMM2	ADAMTSL5
Q92989	CLP1
Q8WXF7	ATL1
Q8NHH9	ATL2
Q9H078	CLPB
Q92858	ATOH1
Q9Y6H3	ATP23
O75947	ATP5PD
Q04656	ATP7A
O76031	CLPX
Q92624	APPBP2
P02655	APOC2
Q9UJX5	ANAPC4
Q92870	APBB2
P02649	APOE
Q8IXF9	AQP12A
P84085	ARF5
Q8IW93	ARHGEF19
Q96DR7	ARHGEF26
Q9H0F7	ARL6
Q12774	ARHGEF5
O95154	AKR7A3
Q96B67	ARRDC3
Q99828	CIB1
Q7Z6K5	ARPIN
Q9Y294	ASF1A
P07307	ASGR2
P42127	ASIP
Q9UBL3	ASH2L
Q9UHC3	ASIC3
Q9NWL6	ASNSD1
Q8IZT6	ASPM
P0C842	LINC00614
Q5SWW7	C10orf55
Q8NBR9	C11orf72
Q86VG3	C11orf74
A6NJI1	C11orf86
Q6NUJ2	C11orf87
C9JLR9	C11orf95
Q7Z7L8	C11orf96
Q7Z7J9	CAMK2N1
Q96S95	CAMK2N2
Q96SZ6	CDK5RAP1
Q96SN8	CDK5RAP2
Q14008	CKAP5
Q8TAZ6	CMTM2
Q96FZ5	CMTM7
Q8IZV2	CMTM8
Q9UBR5	CKLF
Q9NQ89	C12orf4
Q96LM1	LINC00615
Q86WS4	C12orf40
Q96LP6	C12orf42
Q8N5I9	C12orf45
Q6X4T0	C12orf54
Q8IXR9	C12orf56
Q9H3J6	C12orf65
Q96MD2	C12orf66
Q32Q52	C12orf74
Q8N812	C12orf76
G3V211	LINC01619
Q5QGZ9	CLEC12A
Q2HXU8	CLEC12B
Q8NCF0	CLEC18C
Q6UXS0	CLEC19A
O75122	CLASP2
Q8N2M8	CLASRP
P28329	CHAT
Q86T13	CLEC14A
Q8NC01	CLEC1A
Q9UHP7	CLEC2D
P0C7M8	CLEC2L
Q8WXI8	CLEC4D
Q9ULY5	CLEC4E
Q6UXB4	CLEC4G
Q9NY25	CLEC5A
Q9BXN2	CLEC7A
A8K7I4	CLCA1
Q9Y284	WDR83OS
Q6HA08	ASTL
P09497	CLTB
Q96CP6	GRAMD1A
Q96S66	CLCC1
P51800	CLCNKA
Q9C0F0	ASXL3
P54709	ATP1B3
O60423	ATP8B3
O75508	CLDN11
P56749	CLDN12
O95500	CLDN14
Q5TC04	ATP1A1-AS1
Q9ULK2	ATXN7L1
P56880	CLDN20
Q5SQI0	ATAT1
O75143	ATG13
Q5T9A4	ATAD3B
Q5T2N8	ATAD3C
P18848	ATF4
P18850	ATF6
P17544	ATF7
O14967	CLGN
O95833	CLIC3
Q9Y696	CLIC4
Q96NY7	CLIC6
P49759	CLK1
P49760	CLK2
Q9HAZ1	CLK4
Q496F6	CD300E
Q08708	CD300C
Q9UGN4	CD300A
Q96JQ2	CLMN
Q8N6G6	ADAMTSL1
Q6UY14	ADAMTSL4
Q8N100	ATOH7
Q6IWH7	ANO7
Q9HCE9	ANO8
O60678	PRMT3
Q99767	APBA2
O96018	APBA3
P02652	APOA2
Q7Z2E3	APTX
Q13520	AQP6
Q9Y3E7	CHMP3
Q9P2E5	CHPF2
Q9NRG0	CHRAC1
Q9NR48	ASH1L
P78348	ASIC1
Q16515	ASIC2
P17405	SMPD1
Q86X95	CIR1
Q14011	CIRBP
Q9NZ45	CISD1
P08243	ASNS
Q9NSE2	CISH
O75390	CS
Q5U4P2	ASPHD1
Q6ICH7	ASPHD2
P26436	ACRV1
Q9BXN1	ASPN
Q9ULV3	CIZ1
Q8IYJ2	C10orf67
Q8WW14	C10orf82
Q96M02	C10orf90
Q8TEF2	C10orf105
Q8N326	C10orf111
Q5SQS8	C10orf120
Q8N4M7	C10orf126
B7Z368	C10orf142
A0A1B0GUT2	C10orf143
Q96F05	C11orf24
Q9H6J7	C11orf49
Q8NCR3	C11orf65
P00966	ASS1
C9JXX5	C11orf94
E9PRG8	C11orf98
Q8WWK9	CKAP2
Q07065	CKAP4
P0DPE3	C12orf81
Q2KHT3	CLEC16A
Q6ZS10	CLEC17A
Q6ZU45	CLEC20A
P16619	CCL3L1
Q9P126	CLEC1B
O75596	CLEC3A
Q9UMR7	CLEC4A
Q8WTT0	CLEC4C
Q9H2X3	CLEC4M
Q6UXN8	CLEC9A
Q9Y6N3	CLCA3P
Q14CN2	CLCA4
Q8WWH4	ASZ1
O75129	ASTN2
Q9P241	ATP10D
P98196	ATP11A
L0R819	ASDURF
Q9HD20	ATP13A1
Q4VNC1	ATP13A4
Q9UN42	ATP1B4
P13637	ATP1A3
P05496	ATP5MC1
P05026	ATP1B1
P0DMR3	ATXN8OS
Q01814	ATP2B2
Q9Y5I7	CLDN16
Q96QE3	ATAD5
O75185	ATP2C2
P57739	CLDN2
H7C241	CLDN34
P18846	ATF1
Q86WG3	ATCAY
P56748	CLDN8
Q9ULI0	ATAD2B
Q9NVI7	ATAD3A
O94817	ATG12
O95260	ATE1
Q13795	ARFRP1
Q9NZN5	ARHGEF12
O95376	ARIH2
Q99856	ARID3A
P29374	ARID4A
Q8N8L6	ARL10
Q8IZ52	CHPF
O43916	CHST1
Q9GZX3	CHST6
Q9NPF2	CHST11
Q86WX3	RPS19BP1
Q9NZ32	ACTR10
P56211	ARPP19
P61158	ACTR3
Q5W0N0	C9orf57
O15144	ARPC2
A6NEK1	ARRDC5
P49407	ARRB1
Q8N365	CIART
P32121	ARRB2
P15848	ARSB
P36575	ARR3
Q96RK0	CIC
P51689	ARSD
P54793	ARSF
Q96EG1	ARSG
Q5FYB0	ARSJ
Q6UWY0	ARSK
O43734	TRAF3IP2
Q8IUL8	CILP2
P0C7U1	ASAH2B
Q9NR71	ASAH2
Q8WWX0	ASB5
Q9NWX5	ASB6
Q495Z4	ASB16-AS1
Q8N9N2	ASCC1
Q8WXH4	ASB11
Q99929	ASCL2
Q7RTU5	ASCL5
Q8WXK1	ASB15
Q96NS5	ASB16
Q8WXJ9	ASB17
Q6ZVZ8	ASB18
Q9NVP2	ASF1B
Q9BVC5	C2orf49
Q92484	SMPDL3A
Q92485	SMPDL3B
O95671	ASMTL
P46597	ASMT
O43681	ASNA1
P0C7P0	CISD3
Q9BZE9	ASPSCR1
A6ND91	ASPDH
P20933	AGA
Q96KQ4	PPP1R13B
Q13625	TP53BP2
Q12797	ASPH
Q99966	CITED1
Q99967	CITED2
Q96RK1	CITED4
Q5T742	C10orf25
A4QN01	LINC01553
Q8N6V4	C10orf53
Q5T681	C10orf62
Q8N1V8	LINC01561
Q5T1B1	C10orf91
Q9H7T3	C10orf95
Q5VZT2	C10orf113
Q9H5F2	C11orf1
Q9NQ32	C11orf16
Q9P2W6	C11orf21
Q96N53	LINC00167
Q8WZ69	C11orf40
Q8N5U0	C11orf42
Q8N8P7	C11orf44
Q8TAV5	C11orf45
Q96A22	C11orf52
Q8IXP5	C11orf53
Q9H0W9	C11orf54
Q9H3H3	C11orf68
Q6IPW1	C11orf71
Q6PI97	C11orf88
Q3C1V1	C11orf91
A0A1B0GVM6	C11orf97
Q96JB5	CDK5RAP3
Q8IZ96	CMTM1
Q96MX0	CMTM3
Q8IZR5	CMTM4
Q96DZ9	CMTM5
Q9NX76	CMTM6
Q8N999	C12orf29
Q8N6U2	LINC00612
Q495D7	LINC01559
Q9H741	C12orf49
Q8NA57	C12orf50
Q5U649	C12orf60
Q8N7H1	LINC01465
Q96M19	LINC00477
A8MTZ7	C12orf71
Q69YU5	C12orf73
C9JDV5	C12orf77
A5D8T8	CLEC18A
Q6UXF7	CLEC18B
Q7Z460	CLASP1
Q96F83	CLBA1
Q8IUN9	CLEC10A
Q9Y240	CLEC11A
Q6UVW9	CLEC2A
Q92478	CLEC2B
Q8TER5	ARHGEF40
Q96CF2	CHMP4C
Q9H2X0	CHRD
Q86X52	CHSY1
Q70JA7	CHSY3
Q9Y4C5	CHST2
Q7LGC8	CHST3
Q8NCG5	CHST4
O43529	CHST10
Q8NCH0	CHST14
Q9Y3Y2	CHTOP
Q9UBL0	ARPP21
P0C843	LINC00032
Q9BUW7	C9orf16
P61160	ACTR2
Q8TAL5	C9orf43
Q9H9F9	ACTR5
Q8N4C0	C9orf62
Q9GZN1	ACTR6
Q8WZB0	LINC00476
Q5VYM1	C9orf131
Q9H981	ACTR8
Q5JTZ5	C9orf152
Q5TBE3	C9orf153
Q9H5X1	CIAO2A
Q9Y3D0	CIAO2B
Q8N5I2	ARRDC1
O76071	CIAO1
Q8NCT1	ARRDC4
Q9H6Q4	CIAO3
P10523	SAG
O15145	ARPC3
P59998	ARPC4
O15511	ARPC5
Q5FYB1	ARSI
Q5T4W7	ARTN
Q9UHD4	CIDEB
O00192	ARVCF
Q96QS3	ARX
Q9Y575	ASB3
Q9ULH1	ASAP1
Q9H672	ASB7
Q9H765	ASB8
Q8TDY4	ASAP3
Q8WXK4	ASB12
Q8WXK3	ASB13
Q9Y5C1	ANGPTL3
A6NL99	AQP7P3
P05089	ARG1
P56559	ARL4C
Q92974	ARHGEF2
Q9NVJ2	ARL8B
Q14155	ARHGEF7
Q9H2A9	CHST8
Q7L1S5	CHST9
Q9NRB3	CHST12
Q7LFX5	CHST15
Q8WUH1	CHURC1
Q96MD7	C9orf85
A6NGG3	C9orf92
Q8NAJ2	C9orf106
Q5BN46	C9orf116
A6NHY6	C9orf118
Q5T035	C9orf129
Q5VTT2	C9orf135
Q6ZV77	C9orf139
Q8N9P6	C9orf163
A2RU37	C9orf170
Q9Y375	NDUFAF1
Q8TBH0	ARRDC2
P15289	ARSA
O75838	CIB2
Q96Q77	CIB3
A0PJX0	CIB4
P51690	ARSE
Q5FYA8	ARSH
O60543	CIDEA
Q9H2C2	ARV1
Q96AQ7	CIDEC
Q9HBK9	AS3MT
O75339	CILP
P18440	NAT1
P11245	NAT2
Q13510	ASAH1
Q9Y574	ASB4
O43150	ASAP2
Q96DX5	ASB9
Q8WXI3	ASB10
Q9H1I8	ASCC2
Q8N3C0	ASCC3
P50553	ASCL1
Q9NQ33	ASCL3
Q6XD76	ASCL4
Q9ULZ3	PYCARD
Q9BW66	CINP
Q15642	TRIP10
Q9Y576	ASB1
Q9C0C6	CIPC
Q96Q27	ASB2
O95996	APC2
Q8IW19	APLF
O00203	AP3B1
O14727	APAF1
P06727	APOA4
Q13794	PMAIP1
Q8N6S5	ARL6IP6
Q8IWT0	ZBTB8OS
P25098	GRK2
Q7LC44	ARC
P62330	ARF6
P18085	ARF4
A6NJG6	ARGFX
Q9HCE6	ARHGEF10L
Q9NXL2	ARHGEF38
P06276	BCHE
Q9UHD1	CHORDC1
Q9Y2V2	CARHSP1
Q9GZS9	CHST5
Q9NS84	CHST7
Q8NET6	CHST13
Q9P1U1	ACTR3B
Q9C0K3	ACTR3C
Q9P2X8	LINC00474
Q9H2J1	ARRDC1-AS1
Q8IXQ3	C9orf40
Q6ZRZ4	C9orf47
Q5SZB4	C9orf50
Q5T8R8	C9orf66
Q96LT7	C9orf72
Q9BPX5	ARPC5L
B1AMM8	LINC00587
Q5T280	SPOUT1
Q92747	ARPC1A
A5YM69	ARHGEF35
Q8IVW6	ARID3B
Q969Q4	ARL11
P36405	ARL3
Q8NEN0	ARMC2
P0C7Q2	ARMS2
P52757	CHN2
Q9P291	ARMCX1
Q7L311	ARMCX2
Q6PIY5	ARMH1
H3BNL8	ARMH2
Q9HBZ2	ARNT2
P49703	ARL4D
Q7Z628	NET1
Q0P5N6	ARL16
Q8IVW1	ARL17A
Q6NXE6	ARMC6
Q7L4S7	ARMCX6
P27540	ARNT
Q8WUD6	CHPT1
P02728	null
P10071	GLI3
Q9UKD1	GMEB2
P60983	GMFB
Q96IJ6	GMPPA
Q9P107	GMIP
Q9P2T1	GMPR2
O95837	GNA14
P08754	GNAI3
P63092	GNAS
P50148	GNAQ
P19087	GNAT2
Q9NVN8	GNL3L
Q96T52	IMMP2L
Q96G21	IMP4
O15228	GNPAT
P46926	GNPDA1
Q8TDQ7	GNPDA2
Q3T906	GNPTAB
Q9UJJ9	GNPTG
Q9NX62	IMPAD1
Q96P88	GNRHR2
Q9P2X3	IMPACT
Q08AF8	GOLGA8F
P0CJ92	GOLGA8H
A6NC78	GOLGA8IP
A6NMD2	GOLGA8J
F8WBI6	GOLGA8N
I6L899	GOLGA8R
H3BQL2	GOLGA8T
Q8TBA6	GOLGA5
Q9GZP8	IMUP
Q6PI98	INO80C
Q9BXV9	GON7
C9JVW0	INAFM1
P0DMQ5	INAFM2
P48551	IFNAR2
Q5T7V8	GORAB
Q0VD86	INCA1
Q6DWJ6	GPR139
Q7Z601	GPR142
Q96CH1	GPR146
Q9NS66	GPR173
Q9BXC1	GPR174
P08476	INHBA
Q8TDT2	GPR152
Q6PRD1	GPR179
Q7Z3F1	GPR155
Q8NFN8	GPR156
P09529	INHBB
Q5T848	GPR158
Q9UJ42	GPR160
Q8N6U8	GPR161
O43292	GPAA1
Q9ULG1	INO80
Q9NQ84	GPRC5C
Q9NZD1	GPRC5D
Q96PE3	INPP4A
Q9Y625	GPC6
Q8TDU6	GPBAR1
Q75QN2	INTS8
B7ZAQ6	GPR89A
P51674	GPM6A
Q9Y283	INVS
A6NMK8	INSYN2B
O00410	IPO5
P41236	PPP1R2
Q9UBQ7	GRHPR
Q9NZI5	GRHL1
P48058	GRIA4
Q9ULK0	GRID1
O43424	GRID2
Q13255	GRM1
Q15306	IRF4
A6NK06	ACOD1
Q9NZN1	IL1RAPL1
Q9NP60	IL1RAPL2
P35568	IRS1
Q9Y4H2	IRS2
O14654	IRS4
P78414	IRX1
Q9BZI1	IRX2
P78415	IRX3
P78413	IRX4
P78411	IRX5
P78412	IRX6
Q96QA5	GSDMA
Q14565	DMC1
Q9NPF5	DMAP1
Q19T08	ECSCR
Q9BQ95	ECSIT
Q008S8	ECT2L
Q9H8V3	ECT2
P48728	AMT
Q8WWZ3	EDARADD
Q9UNE0	EDAR
Q92838	EDA
Q96F86	EDC3
Q92611	EDEM1
P05305	EDN1
P25101	EDNRA
P24530	EDNRB
P68104	EEF1A1
P33402	GUCY1A2
Q02153	GUCY1B1
Q5VTE0	EEF1A1P5
Q8TB36	GDAP1
P24534	EEF1B2
P16260	SLC25A16
Q99988	GDF15
P26641	EEF1G
O00418	EEF2K
P27539	GDF1
Q9NR23	GDF3
A6NFE3	EFCAB10
O75071	EFCAB14
Q8N7B9	EFCAB3
A8MWE9	EFCAB8
A8MZ26	EFCAB9
O60383	GDF9
P31150	GDI1
P50395	GDI2
Q99819	ARHGDIG
P39905	GDNF
Q9HCC8	GDPD2
Q7L5L3	GDPD3
Q6W3E5	GDPD4
Q8WTR4	GDPD5
Q6ZNW5	GDPGP1
P52306	RAP1GDS1
Q8N7U6	EFHB
Q5JVL4	EFHC1
A6NCL1	GMNC
Q5JPI9	EEF1AKMT2
Q9H840	GEMIN7
P0DPD7	EEF1AKMT4
P20827	EFNA1
O43921	EFNA2
P52797	EFNA3
P52798	EFNA4
Q7L5D6	GET4
P14136	GFAP
Q5VTD9	GFI1B
Q9NXC2	GFOD1
Q2KHT4	GSG1
P48507	GCLM
P08263	GSTA1
Q9Y6J6	KCNE2
Q9P0R6	GSKIP
Q9Y6H6	KCNE3
Q9UIX4	KCNG1
Q4AE62	GTDC1
O95528	SLC2A10
Q86UQ5	GTSCR1
Q9UQ05	KCNH4
Q9NS40	KCNH7
P48549	KCNJ3
Q15842	KCNJ8
Q92806	KCNJ9
O95843	GUCA1C
Q6ZWJ8	KCP
P12277	CKB
P06732	CKM
Q8N442	GUF1
Q96NT3	GUCD1
Q8NC54	KCT2
Q3ZCU0	GVQW3
P54840	GYS2
Q9H116	GZF1
Q75WM6	H1FNT
Q7L7L0	HIST3H2A
P04908	HIST1H2AB
Q6FI13	HIST2H2AA3
Q8IUE6	HIST2H2AB
P0C5Z0	H2AFB2
Q16778	HIST2H2BE
Q68CZ6	HAUS3
O94927	HAUS5
Q96MM7	HS6ST2
Q5JVS0	HABP4
B0YJ81	HACD1
P02100	HBE1
Q8IYU2	HACE1
Q9Y450	HBS1L
P49019	HCAR3
O00142	TK2
P14317	HCLS1
O60741	HCN1
Q9UL51	HCN2
Q07866	KLC1
Q969S8	HDAC10
Q96G42	KLHDC7B
Q9BY41	HDAC8
Q8N7A1	KLHDC1
Q7Z4V5	HDGFL2
Q13118	KLF10
Q08623	PUDP
Q8TD94	KLF14
Q9BXK1	KLF16
Q9Y5W3	KLF2
A8MVW5	HEPACAM2
Q14CZ8	HEPACAM
Q9UQL6	HDAC5
Q9H583	HEATR1
Q7Z4Q2	HEATR3
Q8NG08	HELB
Q8NB37	GATD1
Q4V326	GAGE2E
Q13065	GAGE1
Q13070	GAGE6
Q6PIY7	TENT2
P04062	GBA
P0CG08	GPR89B
Q14653	IRF3
P09210	GSTA2
Q8TDB8	SLC2A14
Q9NYZ3	GTSE1
Q96L42	KCNH8
Q9NYG8	KCNK4
Q9Y2U2	KCNK7
P16402	HIST1H1D
P10412	HIST1H1E
P16401	HIST1H1B
P16403	HIST1H1C
Q4G0G2	H1FX-AS1
Q53T59	HS1BP3
Q8IZA3	H1FOO
Q96QV6	HIST1H2AA
Q6PII5	HAGHL
Q8IZP7	HS6ST3
Q96CS2	HAUS1
Q6Y1H2	HACD2
P68871	HBB
Q5VWC8	HACD4
Q99075	HBEGF
Q6B0K9	HBM
Q9BXC0	HCAR1
Q6ZMI3	GLDN
Q92990	GLMN
Q92643	PIGK
P14770	GP9
P49895	DIO1
Q92813	DIO2
O94829	IPO13
Q16099	GRIK4
Q16478	GRIK5
Q7Z2K8	GPRIN1
O60269	GPRIN2
A4D1Z8	GRIFIN
Q9Y3R0	GRIP1
P39086	GRIK1
Q9H2U2	PPA2
Q8IUY3	GRAMD2A
P43250	GRK6
Q8WTQ7	GRK7
P0CAP2	POLR2M
Q9BUE6	ISCA1
P56915	GSC
P49841	GSK3B
O15217	GSTA4
Q8IYK4	COLGALT2
Q9ULD8	KCNH3
Q969Y2	GTPBP3
Q8WW33	GTSF1
O95069	KCNK2
O14649	KCNK3
O95279	KCNK5
O15554	KCNN4
O43526	KCNQ2
Q9UMX6	GUCA1B
Q9Y2T3	GDA
Q53RY4	KRTCAP3
P43080	GUCA1A
P0C0S8	HIST1H2AG
Q9P0M6	H2AFY2
Q96KK5	HIST1H2AH
Q99878	HIST1H2AJ
Q86VQ1	GLCCI1
Q04446	GBE1
Q8IW92	GLB1L2
Q8IVS8	GLYCTK
P48060	GLIPR1
P0CG29	GSTT2
Q7RTV2	GSTA5
A0A1W2PR19	GSTT4
